"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"567","Heritage foods ltd","44249590","hfl@heritagefoods.in","Poonamalli high road, porur, near L & T, chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","300","","","9344019223","Presana","9344019223",
"568","Toy town","","","202A Forum Mart Bhubaneswar","20.2784583","85.8432299","Bhubaneshwar - City","0000-00-00","0","","","","mayan","7205883200",
"569","Focus book shop","23445402","focusbook@gmail.com","140/2 lakshmi nivas, 8th cross, malleshwaram, bangalore","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","0000-00-00","1500","","jyothi","7899023422","jyothi","7899023422",
"570","The Kangaroo","","","108/3 Janpath Bhubaneswar","20.2693895","85.8397885","Bhubaneshwar - City","0000-00-00","0","","","","Vikram","9937448888",
"571","Toys n toys","011-27949180","","Shop no.3,CSC no.5,sec-8,Rohini,delhi","0","0","Rohini/ Prashant vihar","0000-00-00","0","","jagjit chhabra","9810988345,9810944345","Dilip","8130530655",
"572","Beatles","011-65711664","","Shop no.44,c s c -2,sec-13,Rohini delhi","0","0","Rohini/ Prashant vihar","0000-00-00","0","","Rajesh","9811144134","Rajesh","9811144134",
"573","Test","9820840946","contactabhay2@gmail.com","RIIDL, ghatkopar (East)","19.0723675","72.9000822","Ghatkopar / Chembur / Mulund","1993-05-28","5000","","Abhay Amin","9820840946","Tushar Sachde","9820840946",
"574","TOY VILLA","","","Stall no-13,south motion bath MKT new delhi","0","0","Basant Kunj/ Moti Baug / R K Puram/ Muneerka","1992-09-24","200","","Mr.Manish Gupta","7803432111","................","................",
"575","Swadeshi Shopping Centre","23752506","","7-1-1893,Gurudwara,Satyam Road, Ameerpet,Hyd","0","0","Amirpet / S R Nagar / Ysugoda / Kukatpalli","0000-00-00","1000","","Narsing","66133374","Srinivas","66133374",
"576","Richi""s world","011-27053003","","10 pkt c-9,sec-7,main road,near sai baba Chowk,rohini,delhi","0","0","Rohini/ Prashant vihar","0000-00-00","0","","Tarun aggarwal","9810806730","A k aggarwal","9811095850",
"577","Toy Land  (Kukatpally)","23050168","toyland@ymail.com","Shop No.4,Vijay said Towers,opp,BJP Office,Main Road,Kukat pally,Hyd","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","-1000","","rafe","23050168","Rafe","23050198",
"578","amit toys","","","Gumti no 5 kanpur","0","0","Kanpur - City","0000-00-00","250","","","","Mr amit","09807025011",
"579","bhatia gift collection","","","Gumti no 5","0","0","Kanpur - City","0000-00-00","300","","","","Mr preem bhatia","09935860994",
"580","Fantasies Gifts","23731213","","No.27,Huda ,Complex,Maitrivanam,Ameerpet,Hyd","0","0","Amirpet / S R Nagar / Ysugoda / Kukatpalli","0000-00-00","1000","","Ramesh","9866700008","Sujatha","9396500008",
"581","Kushi Exclusive","69998580","","No.1B,opp,Bharath Petrol Pump ,Near Yousufguda Checklist,Hyd","0","0","Amirpet / S R Nagar / Ysugoda / Kukatpalli","0000-00-00","1000","","Shiva","9295756671","Shiva","951617122",
"582","concepts","","concepts31@gmail.com","180, laal bangla road kanpur","0","0","Kanpur - City","0000-00-00","300","","","","Mr himanshu","08181036919",
"583","confessions","","","113/167 prabha market swaroop nagar","0","0","Kanpur - City","0000-00-00","400","","","","Mr mouji","09838587647",
"584","elegance","05122530228","","113/167 swarop nagar","0","0","Kanpur - City","0000-00-00","300","","","","Mr manooj arora","09956334455",
"585","gift shop","05122312811","","24/51 birana road","0","0","Kanpur - City","0000-00-00","300","","","","sk pandey","0376855734",
"586","Raam chandani","05122312063","","Birana road","0","0","Kanpur - City","0000-00-00","300","","","","Mr kanahiya","05122312063",
"587","rakesh store","05122401937","","Harnder Hagar laal bangla","0","0","Kanpur - City","0000-00-00","400","","","","Mr rakesh","9198404306",
"588","grand paa","","","Harsh Hagar kanpur","0","0","Kanpur - City","0000-00-00","600","","","","Mr montu","09415131955",
"589","Hallmark","","","Mass road near centre point choraha","0","0","Agra / Aligarh","0000-00-00","200","","","","Mr vivek","09760072410",
"590","gift celebration","","","Shop no 5 Sochi complex ramghat road","0","0","Agra / Aligarh","0000-00-00","150","","","","Mr nelesh agarwal","09897523459",
"591","toy & gift shop","","","Shop no 1 near old atruali bus stand ramghat road","0","0","Agra / Aligarh","0000-00-00","300","","","","bhaiya ji","07351990000",
"592","Natraj Mini Market","25449685","","Shop No2,62/9,Lajwanti Soc. Karve Road,Pune","0","0","PAUD ROAD","0000-00-00","300","","Mahendra Solanki","25449685","Mahendra Solanki","9822438646",
"593","Anubandhan","2541482","anubandhan_stores@rediffmail.com","76B, mahadwar road, kolhapur","0","0","Kolhapur - 1","2014-10-18","2000","","Deepak","9422075800","Deepak","9422075800",
"594","Baby Mart","23185949","","28, 1st floor, nagarbhavi, bangalore","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","3000","","nasir","8861830988","imran","8861830988",
"595","Khel Khajana","2645323","gupta19975@gmail.com","358, B near bin khambi ganesh mandir, kolhapur","0","0","Kolhapur - 1","1975-09-19","200","","Rajesh","9922272717","Rajesh","9881014242",
"596","Lucky Bazar","3290623","lucky_bazar2003@yahoo.com","Lucky towers, 8th lane, rajarampuri, kolhapur.","0","0","Kolhapur - 1","1992-05-26","10000","","sambhaji","9225839933","Sunil","9225530332",
"597","Dreamz by shah agencies","23102243","shahbikes.india@gmail.com","6, club road, r p c layout, vijayanagar, bangalore","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","1000","","Bhavesh","9448678269","Shankar","9448678269",
"598","Wordpower","6617625","wordpowerbooksshop@gmail.com","Shop no. 1, ground floor,atharva empire, opp. Sasane ground,tarabai park, kolhapur.","0","0","Kolhapur - 1","1975-09-05","2200","","Sharan","8390043301","Sharan","8390043301",
"599","Greetwell","2662266","","Near Koran banglo, tarabai park, Kolhapur.","0","0","Kolhapur - 1","0000-00-00","2000","","sagar","9975613200","Sagar","9975613200",
"600","Beautiful Gift Gallery","","rakesh810810@gmail.com","Opp. Mahavir collage,nagala park, kolhapur","0","0","Kolhapur - 1","2014-10-18","300","","Rakesh","9867292935","Rakesh","9867292935",
"601","Jack Jill","2520149","jjsmartkids@rediffmail.com","1105,opp. K. D. C. C. Bank,shahupuri, kolhapur.","0","0","Kolhapur - 1","1979-10-01","1700","","Ajit Mehta","9158641555","shravan","8698798489",
"602","Toy Zone","8796356490","","Shop No.21,Survey No.46/1.Shivtara Garden,A-wing, Near Gananjay Soc. Kothrud,Pune .","0","0","PAUD ROAD","0000-00-00","400","","Rohan Aru","8796356490","Rohan Aru","9923710192",
"603","Pankaj Varieties","","","Shop No 16.Shiv Prasad B Left Bhusari Colony. Poud-Kothrud Pune.","0","0","PAUD ROAD","0000-00-00","150","","","9763404455","Pankaj","9763404455",
"604","Thakkar Plastics","9890210050","","Shop No.8,Sargam Park,Gujarat Colony,Near IDBI Bank,Kothrud,Pune.","0","0","PAUD ROAD","0000-00-00","80","","Amit Thakkar","","Amit Thakkar","9890210050",
"605","Thakkar Plastics","","thakkarplastics@gmail.com","Shop No.8,Sargam Park, Gujarat Colony,Near IDBI Bank, Kothrud, Pune.","0","0","PAUD ROAD","0000-00-00","80","","Amit Thakkar","","Amit Thakkar","9890210050",
"606","bharat store","","","Labhchand market raja mandi","0","0","Agra / Aligarh","0000-00-00","150","","","","Mr madhu","09319028288",
"607","madhu collection","05623295155","","2 paliwa market Delhi gate agra","0","0","Agra / Aligarh","0000-00-00","150","","","","Mr madhu","09319028288",
"608","chozy the gift shop","","","Opp anjana cinema mg road","0","0","Agra / Aligarh","0000-00-00","200","","","","Mr surender","09897273341",
"609","Anoop gift shopa","","","Opp anjana cinema mg road","0","0","Agra / Aligarh","0000-00-00","100","","","","Mr bhawan dass","09897265188",
"610","Bhopal sing","","","Zadar bazaar agra","0","0","Agra / Aligarh","0000-00-00","200","","","","Mr rinku","09897636688",
"611","yash gift artiicals","9730291321","","Shop No 19, Ram Soc Rule Hagar Pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","400","","Mukesh","9730291321","Mukesh Choudry","9730291321",
"612","evergreen toys world","9624581013","","9--u l , oxford tower opp gurukul road memnagar","0","0","Vastrapur/ S G Highway","0000-00-00","350","","pravin","9624581013","pravin","9624581013",
"613","pegasus","24173698","anujmehta@toy-kraft.com","Hdhdhdnn","0","0","KALYANI NAGAR","2009-10-20","300","","anuj mehta","9820475236","dododo","9820475236",
"614","Feroz Ahmed","","","Bistupur","22.7960703","86.183157","Jhamshedpur - City","0000-00-00","0","","","","Feroz","8409401675",
"615","Test Company","9820840946","contactabhay2@gmail.com","ghatkopar","19.021518699999998","72.8682807","BANDRA WEST","1993-05-28","2000","","Abhay Amin","9820840946","","",
"616","Passion","","","Shop no 30, New sector market, telco","22.7755163","86.2521409","Jhamshedpur - City","0000-00-00","0","","","","Rakesh","9334800370",
"617","Shivam","","","Shop no 9, Plaza market telco","22.7732618","86.2551606","Jhamshedpur - City","0000-00-00","0","","","","lakshman","9334624727",
"618","prakesh party Shop","27812609","","1229&1230,General Bazar,Secunderabad","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","0000-00-00","1000","","Sunil","66320146","sunil","9848043812",
"619","Saify Stores","27898296","","1439,General Bazar,Secunderabad,","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","0000-00-00","500","","saify","09849226251","saify","09849226251",
"620","Bharat Enterprises","26347738","","82, M.G. Road Camp, Pune.","0","0","M.G. ROAD (CAMP)","0000-00-00","250","","Bharat Surana","9860185368","Bharat Surana","9860185368",
"621","paras Toys & Novelty Stoores","27845003","","2-4-15,M G Road, Secunderbad,","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","0000-00-00","800","","parekh","27845003","Rashmlkant Prakh","27845003",
"622","Arihant Toy - gifts & Novelties","27894698","","Shop 117,M G Road, SECUNDERABAD,","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","0000-00-00","700","","Kishore Jian","27894698","Suresh jain","27900160",
"623","Cloud 9 Gift","","","Shop no 24 ground floor Krishna apra plaza alpha one","0","0","Greater Noida","0000-00-00","150","","","","Mr manesh","9250006663",
"624","Swastik gift gallery","","","Shop no three street no five jagat farm","0","0","Greater Noida","0000-00-00","200","","","","Mr nitin","0999221987",
"625","New variety","","","31,Ashutosh mukerjee road bhowanipore kolkata","22.5325481","88.346261","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","nilesh","","nilesh","9830230051",
"626","Carry4","","","104/ Rashi bari Avenue shop. No 202 lake mall kolkata","22.5189214","88.3480546","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","","","Susanto","9038848218",
"627","City style","","","174 R,B.Avenue Gariahat kolkata","22.5185292","88.3573691","South City/ Godiya/ Jadhavpur/ Goriyahat/ Dhakuriya","0000-00-00","0","","","","mittun","9836898787",
"628","disneyland","24404232","","New complex A&B  Block stall not_42.Gariahat Market, Kolkata","22.5194489","88.3653995","South City/ Godiya/ Jadhavpur/ Goriyahat/ Dhakuriya","0000-00-00","0","","","","Nikhil","9830309643",
"629","wohlig","9856325478","jagruti@wohlig.com","Demo","0","0","BANDRA WEST","2014-10-22","123","","deemo","658745889","jagruti","6985478523",
"630","wohlig","3254125698","jagruti@wohlig.com","104,siddhivinayak soc opp maharashtra bank","19.072251899999998","72.9001839","Mapsa","0000-00-00","20","","jagruti","8745874587","lalit","9854785698",
"631","Himalaya Book World  (Panjagutta)","23355598,233355968,24617632","","6-3-3541,shop No.A&B,Stellar Sphinx,Punjagutta","17.4354385","78.5133189","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","1000","","Shamee","24732098","Mujeeb","24732057",
"632","Himalaya Book World  ( S R Nagar)","23701290","","Door No.34&35,Swastic plaza,opp, DCB Bank, S R Hagar ,Hyd,","17.4354385","78.5133189","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","1000","","Shamee","24732098","Mujeeb","24732057",
"633","Himalaya Book World   (Mehidipatnam)","23514072,23511198","","10-3-55,Beside,Police station,Mehdipatnam,Hyd","17.4354385","78.5133189","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","1000","","Shamee","24732098","Mujeeb","24732057",
"634","Party kids","","amar_071180@yahoo.co.in","33,/10, Dharga road, Subway service road, zmain pallavaram, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","250","","P.Amarnath","8754501407","P.Amaranth","8754501407",
"635","Sujana Super Market","64583353","","1-5883103,San Siva Complex,Near pranam Hospital,Madinaguda","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1000","","Kutaba Rao","9390181790","Amit","9247716573",
"636","Toys Kids world  (Nizampet)","64568462","","Plot No.32,M R Complex,S p Nagar,Nizampet,","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1000","","Lokanath Reddy","8121848462","Sanjay","64568462",
"637","Toys N Kids World  ( Madina guda)","64518462","infa@toynkidsworld.com","1-562a,N H 9,Main Road, Miyapur,","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","2000","","Loknath Reddy","8121848462","Sanjay","64518462",
"638","Bhavani Toys Markrt","23031975","","5-140,Manjeera Road,ChandaNagar,Hyd,","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1000","","Lingam Daram","9393091976","Ramu","9347310141",
"639","Padam book house","","jayeshpbh1992@gmail.com","712, WOC road, rajajinagar, bangalore","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","250","","padamraj jain","9844110053","yajesh p jain","9008580710",
"640","Apple Gift & More","69944336","","32,  chaturbhuj, shill chowk, sector 21, kharghar, navi Mumbai.","0","0","Vashi","1987-11-15","350","","Megharam","9029392676","Bhawanising","9892582349",
"641","Hallmark","2504035","hallmarkshillong@yahoo.co.in","Police bazar, Shillong.1","25.5755792","91.8804517","Shilong City","0000-00-00","0","","Babul sharma","9612290042","","",
"642","Krishna Gift & More","27747710","","Shop no. 31, Tiara complex, near daily bazaar, plot no. 184, sector -13, Kharghar, navi Mumbai.","0","0","Vashi","0000-00-00","300","","Rajendra","9892564767","Bhimaram","8422081832",
"643","The shillong sports.","","","Police bazar","25.5755792","91.8804517","Shilong City","0000-00-00","0","","s,baneerjee","8416073264","","",
"644","Beautiful","27743680","beautifulmumbai@gmail.com","Shop no. 52-55, chaturbhuj, sector 21, shilp chowk, kharghar, navi Mumbai.","0","0","Vashi","2014-10-27","2000","","Pramod","9821175465","Tarun","9987491219",
"645","Choice Collection","65721687","","Shop no. 8, riddhi complex, Sector -13,  khanda colony, new panvel,","0","0","Vashi","1987-07-18","400","","Devraj","9820443894","Devraj","9820443894",
"646","Fashion &Fun","2340036","maruticrafts@hotmail.com","Police bazaar shillong","25.5765265","91.8806235","Shilong City","0000-00-00","0","","","9830062581","","",
"647","Grand Bazar","2224509","","Police bazar,shillong","25.5755792","91.8804517","Shilong City","0000-00-00","0","","chandani","8974465520","","",
"648","favara","28540877","vaseemfavara@yahoo.com","175/A, varthur main road, R.G.halli post, Thubrahalli, bangalore","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","1500","","mohseen","9535277077","omer","8147208210",
"649","Legasy","","","Cedar market police bazar shillong","25.5724105","91.8820351","Shilong City","0000-00-00","0","","sahab uddin","9436164828","","",
"650","Celebration","65369777","","Shop no. 9, krantiveer vasudev balvant phadke natyagruh, near saraswati vidya  mandir, opp. Bhaji market lake, panvel.","0","0","Vashi","0000-00-00","400","","Punit","9867323281","Sandeep","9870787500",
"651","Grand collection","2225971","amy89kahit@yahoo.co.in","Laitumkhrah, shillong","25.5709569","91.8966872","Shilong City","0000-00-00","0","","Amy Camelia Kahit","9158260542","","",
"652","sunny gift home","011-25457083","","Shop no.15,H-28,Rajouri garden,main MKT,new delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","Mandeep singh","9810474664","Mandeep singh","9810474664",
"653","sunny gift home","011-25457083","","Shop No.15,H-28,Rajouri garden,main MKT,new delhi","0","0","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0000-00-00","0","","Mandeep singh","9810474664","Mandeep singh","9810474664",
"654","Toy Shoppee","","kirangilda@gmail.com","Aditya complex, shop no. 5, kapad bazaar, jai bharat NAIA, panvel.","0","0","Vashi","1978-11-17","300","","Kiran Shah","9892860286","kiran Shah","9892860286",
"655","Toy Stories .","02228936409","toystories.shailaja@gmail.com","Shop no. 4, Rosemar, holy cross road, I.c. colony, borivali (w), Mumbai.","0","0","Borivali - East & West","0000-00-00","150","","Mrs. Shailaja.","9769025302","Mrs. Shailaja","",
"656","S S 5","27467256","kamleshshah.ss5@gmail.com","Shiva complex, shop No. 3,4,12, sector 19, new panvel.","0","0","Vashi","2014-10-27","500","","kamlesh Shah","9821465875","Kamlesh Shah","9821465875",
"657","Pink Collection.","02228480044","","Shop no. 2, dharam palace, shantivan, nr. National park, borivali (e), Mumbai.","19.2341216","72.8644166","Borivali - East & West","0000-00-00","250","","Mr. Narayan patel.","9820929438","Mr. Narayan","",
"658","Mohan novelties","011-25998069","gifttoday1@gmail.com","114,central MKT,tilak Hagar,new delhi","0","0","Dwarka / Janakpuri/ Vikaspuri/ Jwalahedi/ Punjabi Baug/ Paschim Vihar / Tilak Nagar","0000-00-00","0","","Sushil verma","011-25997950","sushil verma","011-25997950",
